,0,1,2
0,0.0,0.0,0.0
1,0.010027842517114818,0.0012135812756681982,0.0
2,0.019434375630410554,0.005516036992165375,0.0
3,0.02552210859873685,0.016336940295558877,0.0
4,0.034755696369424695,0.02060407850032825,0.0
5,0.050503962268678045,0.0003315443886537477,0.0
6,0.0550269741202348,0.025399344506433646,0.0
7,0.06846400786565662,0.01766831839610112,0.0
8,0.07713683390988502,0.024080173966234773,0.0
9,0.08202590488445974,0.03919456260507215,0.0
10,0.09169437856670752,0.0423695816044499,0.0
11,0.08240334631741977,0.07453433791238144,0.0
12,0.09743641272941594,0.07210078919932067,0.0
13,0.11197596525435917,0.06858951567560612,0.0
14,0.11219734337165398,0.08607970453156752,0.0
15,0.11849737224890833,0.094420410445851,0.0
16,0.09462877464661135,0.13101594828272672,0.0
17,0.13713269170583825,0.10335091643549257,0.0
18,0.12798656386915935,0.12914058505611245,0.0
19,0.15873748797612305,0.10786744707253348,0.0
20,0.1931469357562789,0.059215059167775225,0.0
21,0.11829568435096956,0.1760725410042919,0.0
22,0.10829375466550524,0.19404942347203735,0.0
23,0.16502116841683329,0.16353011420364671,0.0
24,0.0355437529826803,0.23980440975693937,0.0
25,0.18997844248891488,0.16636464333634304,0.0
26,0.12846927905062744,0.22905937693369094,0.0
27,0.1348789316013707,0.23703974160323618,0.0
28,0.03748499556781833,0.2803332172163617,0.0
29,0.030761508457063408,0.29130962952415684,0.0
30,0.09753111213731226,0.28690598934127587,0.0
31,0.07523441340510029,0.303958882586002,0.0
32,0.1421715722561158,0.29028671830517694,0.0
33,0.19735593136574922,0.2686293868248015,0.0
34,0.09049254579052513,0.33129782282189585,0.0
35,0.044212013482961124,0.3507599521940182,0.0
36,-0.04707019288615888,0.36057704017357717,0.0
37,-0.061250508057385876,0.3686841463784705,0.0
38,0.043246460736039716,0.3813943478100701,0.0
39,0.021852138968148305,0.3933328490221148,0.0
40,0.06610363286263629,0.39859623407590644,0.0
41,0.08156037933739496,0.4060308060103206,0.0
42,0.090544464728944,0.41446753121811375,0.0
43,-0.22951356516065186,0.36875159981279604,0.0
44,-0.04660351216228602,0.4419943176689838,0.0
45,-0.07231443779747958,0.4487562727516668,0.0
46,-0.017295005413115218,0.46432447695142964,0.0
47,-0.22078154595184973,0.42028641870302624,0.0
48,-0.022207037019785516,0.48433965434049825,0.0
49,-0.17734374809322154,0.4620867857480975,0.0
50,-0.13486489270126648,0.4867108724576082,0.0
51,-0.2767725575665437,0.43448594331805046,0.0
52,-0.21803233722993148,0.4778620252815745,0.0
53,-0.17575055862294392,0.5056828541282097,0.0
54,-0.3104067458249336,0.4485179074500815,0.0
55,-0.3734098870066083,0.4113478231306858,0.0
56,-0.3666220488307131,0.43076167840413904,0.0
57,-0.410095404992535,0.4041268920107265,0.0
58,-0.35257932875543857,0.46788684482317555,0.0
59,-0.40206563297025366,0.43989892793749136,0.0
60,-0.39915025972091495,0.45605759327444084,0.0
61,-0.4513184359401469,0.41948397658484454,0.0
62,-0.4366934727746568,0.44889162154062534,0.0
63,-0.3746025870404512,0.5144235409354355,0.0
64,-0.5609344707974734,0.3213550351244225,0.0
65,-0.5434812005034146,0.3683838298308694,0.0
66,-0.4640091101185684,0.478685690376701,0.0
67,-0.6375810535197856,0.2269468847772956,0.0
68,-0.5761990680202591,0.37387595137063734,0.0
69,-0.6562950218157791,0.2346137311281188,0.0
70,-0.6971759765439807,0.11787553829110099,0.0
71,-0.6953865985143899,0.1754216364010332,0.0
72,-0.7272649602841091,0.003361157191193363,0.0
73,-0.6674341534710779,0.31345123918858436,0.0
74,-0.745579561085841,0.05319413692769429,0.0
75,-0.7343511298839454,0.18614361795306308,0.0
76,-0.7447435034962434,0.18623837851203223,0.0
77,-0.7694744573571742,0.11334606777396675,0.0
78,-0.7867978671089189,0.04125652314730596,0.0
79,-0.796468269198471,-0.04909230228733543,0.0
80,-0.7999131432757413,0.11460172600469624,0.0
