x,y,color
-0.8489117044705632,-0.6459670194247049,0
-0.2664238232033178,0.7940120294779511,0
0.5700359203383956,0.032823967295074974,1
-0.7444995567279016,0.03683784680209401,0
0.4960212385533751,0.2967310624377313,1
0.3726162453363564,0.9877056220385165,1
-0.5517810705470212,-0.16873467514979046,0
-0.8938172723063069,-0.5028281274614534,0
0.10627553296812664,0.9121522115354743,0
-0.35875025744794664,0.5905431644449632,0
0.7050225755149899,0.9778364228343253,1
-0.1962343522914689,-0.16731050938385628,0
-0.8941759105691698,0.44549978664211176,0
-0.4391050972490316,-0.7504694486787868,0
-0.3656253071425428,0.39985491944063556,0
0.8001564475015579,0.9577200732908782,1
0.24521317614845306,-0.9872912097978785,1
-0.3357008389561629,0.11926870403794121,0
-0.5859649062356223,0.3008255070469681,0
-0.12276264588920638,0.18293773659137913,1
0.9923691715285115,0.8085713564245052,1
0.41961411744088184,-0.01793310649100821,1
0.8333266928157719,0.343932902607212,1
-0.3899491185418944,0.9864162509631773,0
0.08404625710803582,0.333979750905133,0
0.9836119866170565,-0.9932080769643545,1
0.0881988063384922,-0.966688052227417,1
0.06549219889119184,-0.4577497200036009,1
-0.3290891508828464,-0.9748197872639526,0
0.09689729097103861,-0.9949939898249178,1
-0.005146057156742323,0.31774594752288277,0
-0.33927153079041417,-0.957059768935095,0
-0.8629700862292069,0.2426917284400243,0
-0.2440329768268379,0.19048457505840988,0
-0.3256226085699008,-0.07570569843239161,0
-0.2645366092745398,-0.9833981592771215,0
0.9993321442942622,-0.9066049488753587,1
-0.3003450552817051,0.7804794437504929,0
-0.23185618258964436,-0.8538557800968376,1
-0.7462628221795022,-0.3913250325049744,0
-0.9997827424131052,-0.9819496441217241,0
0.1499680667246266,0.8742846637758723,1
0.16868407989484013,-0.014317443640481375,0
0.06256822425427178,-0.8391131451406739,1
-0.05617391744238165,0.15980335287295944,0
-0.711681515978543,-0.027422546061302233,0
-0.9095627632396515,-0.04182690151869339,0
-0.24221663992625064,-0.011685056138373895,0
0.3900704682284566,-0.1595259454447282,1
0.24048182879586344,-0.7105714875266091,1
-0.20902136744444033,0.0799235198120809,1
-0.8296290572883358,0.03933122819451507,0
0.9854061821181472,0.16729120051460744,1
0.8232572818365955,-0.6102958127148701,1
-0.4596298141556283,-0.48574291063551,0
0.1810501745938229,-0.558313570818781,1
0.8833805487319801,-0.9569313297232576,1
-0.48759730667045753,-0.7173274098114852,0
-0.5035846731526716,-0.18230575156300377,0
0.16921806347513013,0.8360754143745002,1
-0.6476899965220166,0.053660899245123295,0
-0.33478271436456075,0.41422278666649226,0
-0.17449101302464953,0.9574421881516102,0
-0.4142041511312149,-0.4951412932431627,0
0.1992152625234822,0.4791418289080078,1
-0.6521502264071892,-0.9777965445155985,0
-0.6064915344915254,0.6023946394642683,0
-0.3604548186283163,0.5514491435211526,0
-0.9517842690791474,0.345790910979469,0
0.4244348527979245,-0.6285628693992182,1
-0.3814603077603482,-0.9072902281025088,0
0.2049809806033389,-0.06772731826521783,1
0.6457899751934213,0.6655576690044032,1
0.8803690810079372,0.514604731806557,1
-0.7372462447164605,-0.5079117617529663,0
0.20616091650700574,0.0993904323095065,1
0.5686178740365573,0.9505357552261795,1
-0.8350868682126027,-0.4247333982381696,0
0.6694234327044091,0.4184669080931811,1
-0.13714538433002277,-0.8105559574979209,1
0.9848559591689123,-0.6384576335877994,1
-0.22827195925612376,0.5071069495873559,0
-0.6110157053799881,0.10525581332339495,0
-0.6018198875621681,0.6378959842227034,0
0.7655429468723582,-0.6689563540862242,1
-0.041934152119583956,0.7630234752003868,1
-0.24925578593228792,-0.29499455344182457,0
-0.2541311879547741,-0.7703585055057527,0
-0.006315463246601594,0.25990037248118303,0
-0.6566184118976586,0.9421333105705163,0
0.3293370647390954,0.4250133329064707,1
0.43763138877735264,-0.3092106120570002,1
-0.14669714391604072,0.05388850549752444,0
-0.1387899473178673,-0.13450920011971768,0
0.07961688953474244,0.5398498892744064,1
-0.9815676583961301,0.027431643416210072,0
-0.5585382798546494,-0.4065085843897662,0
0.3141259017388591,0.4685698259971347,1
0.8506439141451883,0.0795154437418708,1
0.054161180373849316,0.07765644900509128,1
-0.08329007859839499,0.5269601164352951,0
0.7620093877075735,0.6295239886611408,1
-0.8773643167893337,-0.21431634933242294,0
-0.9176532077566448,0.21275647334977066,0
0.7795770712789347,0.9121346314479695,1
-0.5213000135376173,0.6011195776010585,0
0.2058641820530025,0.9068402175202641,1
0.3178871911011789,0.38864912277747754,1
0.7828156526527161,-0.5301007690000077,1
-0.7329318000789753,0.27536217284215914,0
0.7808538508067164,0.05104901425443509,1
0.028563682185670514,-0.7947142445924558,1
0.18909822045951152,0.08915163175189234,1
0.1010931389440406,-0.48799307604393993,1
-0.4988278853957051,-0.960950941072823,0
0.6245509887058873,0.8662693866725453,1
-0.6823052677586869,0.4980799057874743,0
0.3922154879088262,0.3069665316709871,1
0.5393956870967338,0.5152145443336547,1
-0.524368933167304,-0.7801801642566701,0
-0.515512092970918,-0.2551364235197351,0
-0.743681211757214,0.7096332923517765,0
0.7484145026618172,0.19554427789616247,1
-0.9517934789514708,0.1498332247970544,0
-0.10876753108029136,0.3681964585015576,0
-0.6949207944154674,-0.3957755667510303,0
0.16811802574180423,0.5018947591351195,0
0.18080003210752782,0.06579285317018035,1
-0.7792487877572019,0.6721897513991342,0
0.10652105964331393,0.009250453703383288,1
0.9232647111442869,0.7946214348201461,1
-0.9461102443724574,-0.10269092020880377,0
-0.04650308315265694,-0.10627605171849086,0
0.5590825614559352,-0.3207635289092361,1
-0.8887028067893885,0.11061036744119002,0
0.2890875548827416,0.04218394885713961,0
0.9382217616368369,-0.8489499719905289,1
0.295645036229113,-0.24390848553589128,1
-0.47904511808639616,0.5909704883897606,0
0.22063015133323938,0.6781433938058803,1
0.7283177317173242,-0.6680616381300484,1
-0.8387553937103978,0.7274188044682368,0
0.03247646738063281,0.03711726979879271,1
0.2280250366829102,0.5157469465555067,1
-0.8500171123544655,-0.7780412357086797,0
-0.01871611419894137,0.34163439143188623,0
-0.14085919158436022,-0.6986737050778755,1
-0.5111628134065929,-0.6536753716720818,0
-0.33891807945407604,-0.42516345726292726,0
0.0745045952052894,-0.2587154243153873,1
-0.8824804720215271,0.99918620007196,0
0.9958064198083973,0.5058117565333105,1
-0.4199621782655216,0.9400341875324358,0
0.038466842063162865,-0.10531115722455642,1
0.8143511910393537,0.07901007482010058,1
0.5887963239649692,0.7454917146733202,1
-0.09337902650143248,-0.8849929154213834,0
-0.6769307212201567,-0.7424781710628476,0
-0.7250617755523454,0.5769749745134414,0
0.671744587777575,0.7474900622108784,1
-0.7409613974908074,-0.06527032429378843,0
-0.6557931779409854,0.9139305062636838,0
-0.28006201935021546,0.2681113583627879,0
0.5594942999626697,0.07268395369403158,1
-0.10532660585116904,-0.31204159282528665,0
0.17072788599666122,-0.7834535862881011,1
-0.4586931452499077,-0.1981650356383151,0
0.27895313842347824,-0.5758222521819074,0
-0.9360718419889404,-0.9246663781341187,0
-0.4961790960425021,-0.6084817389955006,0
0.12314488585003369,-0.9818952687043139,1
0.970203149626574,0.7099302655393358,1
0.9647860613668087,-0.44090066940968065,1
-0.11500314892797658,0.6156519127897087,0
0.705031746927564,0.3992090831720754,1
0.8647700557858493,0.3748857224479798,1
0.9547517751526893,0.3535708551386143,1
0.05687938851336205,0.1052737823008707,1
0.5149243001682646,0.6018196989162814,1
-0.6688853527383358,0.5077210675235917,0
0.051326545561405146,-0.5863417344392081,1
-0.9948058964400845,0.7770496806663061,0
0.2865953799250758,-0.19238173490033472,1
-0.016171554152243584,-0.9647052920229433,0
0.472405673554372,-0.7455350190118755,1
-0.7597829137836123,0.46785721285990234,0
-0.32147595389429995,-0.242840591065681,0
0.2849486504077059,0.5606664278750504,1
-0.5302186180413797,-0.3993024445056721,0
-0.6273669802299309,0.897871633780897,0
-0.9750374629886549,-0.9048395587640048,0
0.6433502328734657,0.5317829294447438,1
0.18619876676573144,-0.506411383071665,1
0.7174970171038375,-0.15386883707298193,1
0.29453604439682834,-0.42633082994645277,1
-0.00467685827014197,0.39877406124693193,0
-0.9616110887647231,0.7194779030671972,0
0.6307981729814982,0.21043055038208092,1
-0.25873283577504047,0.3242722564320668,0
0.9107138955638723,-0.6306268471946168,1
-0.7437873669675601,-0.5181274932817443,0
0.3463853396225147,-0.7974638863416128,1
0.614008615752659,-0.6067157763512141,1
-0.45289711177679925,0.9276686114740795,0
0.17810521691152026,-0.12196773936587202,1
-0.595751434061863,-0.5908117637151664,0
0.6947709223505689,-0.2905136532150432,1
-0.8878419915639926,-0.035724885536233764,0
-0.08153012841741525,0.7961190969137817,0
0.1518235068949383,0.4755296042254833,0
0.401031742407409,0.40601922131833645,1
0.8489938896989659,0.009095309081142533,1
-0.6978440254369733,0.4673030518634549,0
0.06962034044733612,-0.9340898076021262,1
-0.16405885361511152,0.40781522999193776,0
0.9458869494155011,0.24171656063832425,1
-0.04731077692072527,-0.8046424631711697,0
0.6990605836292723,-0.7763565850631442,1
-0.2772830686296808,0.16237257611922917,0
0.43603715902880613,-0.5112535251339252,1
0.7042353303995785,0.2360503625089616,1
0.17133875458800496,-0.7681453341583395,1
0.6593113380265243,0.839744700771603,1
-0.27669065350161937,0.3855705065361572,0
-0.16989069259650513,-0.26800222120559947,0
-0.044726567002152384,-0.34189167357089345,0
-0.4859685801052511,-0.39963031559817885,0
-0.2933853555858319,-0.19477919591712167,0
0.366167989235485,0.2550717303180796,1
0.4999748292634427,-0.7707627041589948,1
-0.6474872386994659,-0.21792949187758826,0
0.26642114026873487,-0.0003885102063418966,1
0.24918319104417175,-0.04873696178279241,1
0.18468562108398534,0.6624473959128476,0
0.5443134101878466,-0.5140603202316327,1
-0.6734862075266623,0.940329821932403,0
0.6144317930699863,-0.0411976201429709,1
-0.8678468005547246,-0.460145086985539,0
0.8230853346509779,0.5098775513005105,1
0.27353494639338183,-0.723530620493056,1
-0.03704432801475677,0.857180703615076,1
0.359822285942325,0.5839092214006294,1
0.16541357240754762,-0.29768573188120895,1
0.06507321346419803,-0.9174249107822561,1
-0.3090332557634048,0.705381201617149,0
0.9793382639975314,-0.8761413105334255,1
0.8433701066137389,-0.11705776097479359,1
0.294627973268774,-0.33324329338882475,1
-0.30345693025580434,0.6867628684338267,0
0.9586809852147111,-0.7007328405251705,1
0.6198572452092825,0.9981731798973346,1
0.6434831903454468,-0.06228411858966587,1
0.3592583470225197,0.5161392164315493,1
0.7016318984163523,0.1405909183769165,1
-0.525211630210781,0.7547978527461143,0
0.4130378988922834,-0.6191356158009549,1
-0.08997185464971658,-0.3230663800269997,0
0.18941029980735768,0.4230143368801156,1
0.2419546113218929,-0.36020693679308224,1
0.7579542653040665,0.8617164172290548,1
-0.3106550273137014,0.1938796452509135,0
0.9694871217334928,-0.3198811468104208,1
-0.7918415372419212,0.24458556650398622,0
-0.2542226093673743,-0.4233443812847728,0
0.9677892490234838,-0.1149002473869285,1
0.7229524908080629,0.5673275679409393,1
-0.18464553431055886,-0.4417270833886793,0
0.32798988879106306,-0.44308141908386656,1
0.836980686041374,0.8202098253652463,1
0.21880672302420168,-0.8754257544304489,0
0.2997234397898323,0.8104742632749604,1
0.15156645328314133,-0.707077562924427,1
-0.8329861691802887,-0.9566171230765115,0
-0.09879048935164736,0.04187655259631651,0
0.7261777139634025,-0.5647708125824342,1
0.6875680565089137,-0.6167196897572333,1
0.14506976770959135,-0.34950000365720113,1
-0.7425499061802407,0.81956689224342,0
-0.2601069896490098,0.5454538868218957,0
-0.9739882289136033,0.9746005504709798,0
-0.07528627156625523,0.5222180331539934,1
-0.2232135139600948,-0.5652645453705296,0
0.15517453326145492,-0.9791798381240764,1
-0.9067156763040931,0.21335160946019438,0
-0.19841254577235223,0.10281391580366694,0
-0.6174501238385499,0.5787207333175515,0
-0.12743186129357098,0.8582667096020848,0
-0.42599161703231236,-0.10076316852847755,0
0.7897773278577869,-0.4716973036148815,1
-0.7879527213533053,-0.7093261996268927,0
0.34244121674713845,-0.11412085004729877,1
-0.5827276876288625,0.2776509271370726,0
0.8878956067569592,-0.6606208118740071,1
-0.12477208593018507,0.626827107006888,1
-0.1914599518784339,-0.24843328629555583,1
-0.7281329907218417,-0.8503554352875278,0
0.12510203484225624,0.507238343238472,0
-0.2272912958942379,-0.9543177484176886,0
0.3491187563618785,0.7866862246052491,1
0.7433800511638775,-0.9032688788341225,1
0.44297600166052264,0.2757783642327505,1
0.05804576391888938,-0.20387675811034178,1
0.011054669126884464,-0.46796199416701123,1
-0.7674733913467835,-0.5637840683236806,0
-0.47875995596388243,0.815379048459822,0
0.9100760306714728,0.9735296573365599,1
0.4774502203585924,0.3932065562263951,1
-0.29336062874246416,0.3835315199549816,0
-0.9015829542211706,-0.5401873840862514,0
0.40850005375988263,-0.3216125774708154,1
0.29667670546231983,0.9787919896687909,0
0.6462419096552037,-0.28077627879315137,1
-0.3045174100238828,0.8819561129534139,0
-0.3312967108997069,0.31609477809271036,0
-0.044767974394688714,0.5113453548399178,0
0.010110571238687305,0.2782449371798219,1
0.9233782106256596,0.93647672485264,1
0.23108292870969582,0.529421552086246,0
-0.31535818347939704,0.6868333316211181,0
0.5280940149150359,-0.7021512717007541,1
0.5649057303178007,-0.5117934925578993,1
-0.7580013607949909,-0.7986955471421231,0
0.22850609191996152,0.13842845634078538,1
0.1843349712407194,0.5642178768630319,0
0.8321298548033318,-0.9769459286347628,1
0.7142502920902443,0.5609124547132769,1
0.5115980341346384,0.012906542265520127,1
0.778001127232721,0.07282306777819025,1
-0.06816019801584661,0.18126278015888375,1
0.7955194308180262,-0.7223873782629158,1
-0.4772321801127535,0.7340336578858093,0
-0.15623108512565187,-0.28178006898273367,0
-0.23188640396216553,-0.5907462575192255,0
-0.46456703070927396,-0.989296111937152,0
0.3055735879035528,-0.23122300962814113,1
0.5939648471028136,-0.1013852802290911,1
-0.2754732886805853,-0.7704854765357616,0
0.8089326765821989,0.08287562990313524,1
-0.03220265341231299,0.20613229107052566,0
-0.3648096792383202,0.9769268800791668,0
0.6279686755561504,-0.19205244318880954,1
0.4640632015001471,-0.6932755078692863,1
-0.603181481782683,0.35965846871088947,0
0.38205967754880166,0.398448625824219,1
0.9668720726275666,-0.4141687352932175,1
0.9069914690412311,0.787257017072055,1
-0.5395871055863495,0.16608624464299515,0
-0.28455795195223343,0.5421153559906928,0
-0.7208865458837592,0.218543340603917,0
-0.5818363397642095,-0.055179518812143336,0
-0.6357002923862962,0.2632086833770657,0
0.9864079389456921,-0.48106814799853215,1
-0.8316106135470513,0.10586299156779111,0
0.06846400926251528,0.06277896970102503,0
0.2952120503879614,0.6734286926660547,1
-0.13449282886392844,-0.19846923201166922,1
-0.02545663249568486,0.46140650167831,0
-0.8925191342172212,0.610440565599148,0
-0.8042734843097767,-0.41377512061536703,0
-0.478775182748554,0.20681900987111446,0
0.7154444581947983,-0.9339500130803282,1
0.7040475077470647,0.053455609177991414,1
0.40882196357542266,-0.4885226119670325,1
0.00028313116239941927,0.5179642533545941,1
0.22817610363229157,0.4530857734466238,0
0.6055791535753696,-0.8694565159646146,1
-0.8930797246193753,0.9812562728138403,0
0.7812444861142696,0.978340113041875,1
-0.3144474058954907,0.412231330076015,0
0.6694424469559932,-0.5519075639037394,1
-0.7033552484625767,0.2552017448462114,0
-0.8279350062729249,-0.24229808908389483,0
-0.5492222087539349,0.622054434062165,0
0.0017962807885893994,0.06700133149657317,1
-0.491203400770198,-0.02322666783106131,0
0.02986653038631859,-0.3660666340487808,0
0.9317437112132736,0.9864949530339076,1
-0.8777401342852207,-0.4433977330429981,0
0.8158357123353512,0.6322174982924531,1
0.81402109876624,-0.26975018082073676,1
-0.3465019860345959,-0.7233795797468376,0
-0.621287733253437,-0.22009406757615402,0
-0.5881914100018086,0.6576201216075281,0
-0.5409220710431564,-0.7353648212928852,0
-0.07658198169869368,0.22172866944956082,1
-0.819094922009076,0.7849634767726241,0
-0.7206731079270756,-0.3068964814217068,0
-0.7888782642842638,0.36473117073096817,0
0.9574812124964813,0.24179323650569473,1
-0.3880121406348054,-0.2512015388807558,0
-0.4246130107209183,-0.5010239244519135,0
-0.1769173832263411,0.526560317234309,1
0.26478097930702393,0.415633331787739,1
0.5556152990008087,-0.10455737218758387,1
-0.3067733365668128,0.026769286307595674,0
-0.7546967412708165,-0.8004072516357696,0
0.7995875613685688,-0.7341423723048341,1
0.8174051551866872,-0.8298818624359929,1
-0.8949775084066198,0.9459152155301422,0
-0.7374474104984723,0.9312701342476182,0
-0.31349728658492215,-0.6858343708818484,0
-0.17071625847654648,0.4328850076506068,0
0.15276060978315242,0.44803906756579903,1
-0.8973172527165318,0.08816939283806668,0
0.38145240919866463,-0.7374179218114683,1
0.9065137922181044,-0.6600282481906656,1
-0.3898590345170745,0.3286499869674129,0
0.7972788969641516,-0.9024428957278039,1
-0.24062556514364264,0.33043681616418263,0
-0.9126281207748501,-0.737969392183071,0
0.675360403434387,-0.27902880981684786,1
-0.7848119822614776,-0.31434094059913065,0
0.9694891277481408,-0.08389415615494178,1
-0.9532508817160392,0.16957503862929224,0
0.44316226977318185,-0.1695033041399503,1
-0.19392354441921045,-0.8955384672355322,0
0.013881489567089123,0.10484540351550242,0
0.015230151873290021,0.8545796669657062,1
-0.9814816445087993,0.2051893308280397,0
-0.78049509626329,-0.4464706223909518,0
-0.49534816702413376,-0.7598672660789563,0
0.647397898633048,-0.5135898275469186,1
0.9656140187588951,0.5398036011158454,1
-0.28046983704473116,0.9645773601023782,1
0.4882538221501225,0.328226275694977,1
-0.12313383480131623,0.753933957117753,0
-0.3712971946003043,0.9452305101571659,0
0.3108233078137961,-0.7802395807225253,1
-0.3573047769766431,0.43891815140434587,0
-0.9481229038403551,-0.8534654411468394,0
-0.0008622410746468301,0.13268094355810955,0
0.10878349582048097,0.7401531402619919,0
-0.9994233166292541,-0.23408326549814373,0
-0.5247937666229567,0.30608785092040525,0
0.1526423366421097,0.36837157105486407,1
-0.8104816007252558,-0.9201825705558595,0
0.6232970730978353,-0.8956906975560175,1
0.38626739621837736,0.9873998411448768,1
0.6342710961252247,0.5044735592031508,1
-0.42666026417047487,0.28124478570977174,0
-0.22331249208424264,-0.484829369368478,0
0.3999795188294655,-0.8410253364975524,1
-0.40552470867530666,-0.38523773435717446,0
0.5999894667854795,0.6294897059663662,1
-0.7363136325243573,-0.3073853974753642,0
0.7388299418772644,0.8981249979624981,1
0.053164495484086416,-0.9426365005231192,1
-0.6458216158133245,-0.9142388195330164,0
-0.7501331264771545,0.4376660794164404,0
-0.400134141150265,0.22300169594901553,0
-0.11923181896635482,-0.9485509271798371,0
0.8323244830358629,0.5473414150034579,1
-0.7139959892547008,0.3648957064090528,0
